time,episode,episode_time,mode,pos_x,pos_y,pos_z,target_x,target_y,target_z,position_error,speed,angular_speed,energy_proxy,average_thrust,average_health,m0_health,m0_cmd,m0_pitch_deg,m0_yaw_deg,m0_effective_thrust,m0_energy,m1_health,m1_cmd,m1_pitch_deg,m1_yaw_deg,m1_effective_thrust,m1_energy,m2_health,m2_cmd,m2_pitch_deg,m2_yaw_deg,m2_effective_thrust,m2_energy,m3_health,m3_cmd,m3_pitch_deg,m3_yaw_deg,m3_effective_thrust,m3_energy,m4_health,m4_cmd,m4_pitch_deg,m4_yaw_deg,m4_effective_thrust,m4_energy,m5_health,m5_cmd,m5_pitch_deg,m5_yaw_deg,m5_effective_thrust,m5_energy
6.19857,1,6.2,BaselineAllocator,2.55354,2.84329,-1.17417,2.77415,2.91172,-1.5282,0.422713,1.29619,0.231083,0.37382,0.117338,0.740404,1,0,0,0,0,0.00957764,0.21523,0.140806,-24.3658,2.80478,1.0607,0.0728485,1,0.140806,-21.9797,62.8872,4.9282,0.0728485,1,0.140806,-21.9797,-62.8872,4.9282,0.0728485,0.227194,0.140806,64.8532,5.99054,1.11966,0.0728485,1,0.140806,-64.8532,5.99055,4.9282,0.0728485
6.39884,1,6.39999,BaselineAllocator,2.76217,2.89808,-1.20347,2.54734,2.7345,-1.5282,0.422323,0.929572,0.14352,0.395205,0.113992,0.740404,1,0,0,0,0,0.0115289,0.21523,0.13679,-24.3968,5.09651,1.03045,0.0767352,1,0.13679,-22.0605,62.8705,4.78766,0.0767352,1,0.13679,-22.0605,-62.8705,4.78766,0.0767352,0.227194,0.13679,64.5185,10.7859,1.08773,0.0767352,1,0.13679,-64.5185,10.7859,4.78766,0.0767352
6.5994,1,6.59999,BaselineAllocator,2.89213,2.9224,-1.24095,2.33444,2.5216,-1.5282,0.744424,0.517392,0.155823,0.415052,0.110475,0.740404,1,0,0,0,0,0.0133379,0.21523,0.13257,-24.1554,5.76311,0.998655,0.0803429,1,0.13257,-21.8662,62.9106,4.63994,0.0803429,1,0.13257,-21.8662,-62.9106,4.63994,0.0803429,0.227194,0.13257,64.386,12.1526,1.05416,0.0803429,1,0.13257,-64.386,12.1526,4.63994,0.0803429
6.80013,1,6.81999,BaselineAllocator,2.94341,2.90344,-1.28428,2.07393,2.42386,-1.5282,1.0225,0.260883,0.202664,0.436166,0.112641,0.740404,1,0,0,0,0,0.015095,0.21523,0.135169,-24.019,5.90475,1.01823,0.0842142,1,0.135169,-21.7491,62.9346,4.73091,0.0842142,1,0.135169,-21.7491,-62.9346,4.73091,0.0842142,0.227194,0.135169,64.3558,12.4411,1.07483,0.0842142,1,0.135169,-64.3558,12.4411,4.73091,0.0842142
7.0003,1,7.01999,BaselineAllocator,2.91266,2.85575,-1.31991,1.77354,2.42386,-1.5282,1.23592,0.441709,0.170069,0.456909,0.117228,0.740404,1,0,0,0,0,0.0166613,0.21523,0.140674,-24.149,5.59524,1.0597,0.0880495,1,0.140674,-21.8549,62.9129,4.92357,0.0880495,1,0.140674,-21.8549,-62.9129,4.92357,0.0880495,0.227194,0.140674,64.4208,11.8098,1.1186,0.0880495,1,0.140674,-64.4209,11.8098,4.92357,0.0880495
7.20107,1,7.21999,BaselineAllocator,2.81392,2.79552,-1.34935,1.47262,2.42386,-1.5282,1.40329,0.704871,0.184036,0.478889,0.119958,0.740404,1,0,0,0,0,0.0182889,0.21523,0.143949,-24.0966,4.9694,1.08438,0.09212,1,0.143949,-21.7888,62.9265,5.03823,0.09212,1,0.143949,-21.7888,-62.9265,5.03823,0.09212,0.227194,0.143949,64.5421,10.5236,1.14465,0.09212,1,0.143949,-64.5421,10.5236,5.03823,0.09212
7.40185,1,7.41999,BaselineAllocator,2.65947,2.7344,-1.37064,1.17139,2.42386,-1.5282,1.52829,0.955456,0.131627,0.501663,0.145985,0.740404,1,0.145985,-63.3648,-19.491,5.10946,0.0199778,0.21523,0.145985,-25.0501,4.4857,1.09971,0.0963371,1,0.145985,-22.6255,62.7512,5.10946,0.0963371,1,0.145985,-22.6255,-62.7512,5.10946,0.0963371,0.227194,0.145985,64.577,9.49989,1.16084,0.0963371,1,0.145985,-64.6263,9.52118,5.10946,0.0963371
7.60244,1,7.61999,BaselineAllocator,2.45972,2.67872,-1.38391,0.870283,2.42386,-1.5282,1.6162,1.11748,0.100809,0.524393,0.12211,0.740404,1,0,0,0,0,0.021271,0.21523,0.146532,-24.2567,3.6587,1.10384,0.100624,1,0.146532,-21.8987,62.904,5.12863,0.100624,1,0.146532,-21.8987,-62.904,5.12863,0.100624,0.227194,0.146532,64.7507,7.79238,1.16519,0.100624,1,0.146532,-64.7507,7.79237,5.12863,0.100624
7.80309,1,7.81999,BaselineAllocator,2.22456,2.63155,-1.39012,0.569533,2.42386,-1.5282,1.67371,1.24504,0.209992,0.547223,0.122209,0.740404,1,0,0,0,0,0.0225663,0.21523,0.14665,-24.3112,3.05292,1.10473,0.104931,1,0.14665,-21.9354,62.8964,5.13276,0.104931,1,0.14665,-21.9354,-62.8964,5.13277,0.104931,0.227194,0.14665,64.8262,6.51568,1.16613,0.104931,1,0.14665,-64.8262,6.51567,5.13277,0.104931
8.00358,1,8.01999,BaselineAllocator,1.96445,2.59433,-1.39002,0.278573,2.40003,-1.5282,1.70265,1.34842,0.166999,0.57,0.121114,0.740404,1,0,0,0,0,0.0238592,0.21523,0.145337,-24.325,2.46954,1.09483,0.109228,1,0.145337,-21.9383,62.8958,5.0868,0.109228,1,0.145337,-21.9383,-62.8958,5.0868,0.109228,0.227194,0.145337,64.8861,5.27932,1.15569,0.109228,1,0.145337,-64.8861,5.27931,5.0868,0.109228
8.20437,1,8.22,BaselineAllocator,1.69052,2.56057,-1.3844,0.0655681,2.18703,-1.5282,1.67352,1.38615,0.0968349,0.59064,0.122055,0.740404,1,0.0446327,-64.7581,-7.67789,1.56215,0.024706,0.21523,0.137539,-24.9657,1.68051,1.03609,0.113187,1,0.137539,-22.4989,62.7783,4.81386,0.113187,1,0.137539,-22.4989,-62.7783,4.81386,0.113187,0.227194,0.137539,64.9472,3.59861,1.09368,0.113187,1,0.137539,-64.9472,3.59862,4.81386,0.113187
8.40449,1,8.42,BaselineAllocator,1.41467,2.51312,-1.37437,-0.146572,1.97489,-1.5282,1.65856,1.39125,0.133759,0.60945,0.110447,0.740404,1,0,0,0,0,0.0254359,0.21523,0.132537,-24.517,0.984384,0.998408,0.116803,1,0.132537,-22.0942,62.8635,4.63879,0.116803,1,0.132537,-22.0942,-62.8635,4.63879,0.116803,0.227194,0.132537,64.9819,2.10996,1.0539,0.116803,1,0.132537,-64.9819,2.10996,4.63879,0.116803
8.60481,1,8.62001,BaselineAllocator,1.14187,2.44412,-1.36191,-0.43367,1.94221,-1.5282,1.6619,1.40085,0.142247,0.628308,0.114457,0.740404,1,0,0,0,0,0.0261644,0.21523,0.137349,-24.5952,0.961695,1.03465,0.120429,1,0.137349,-22.1637,62.849,4.8072,0.120429,1,0.137349,-22.1637,-62.849,4.8072,0.120429,0.227194,0.137349,64.9827,2.06137,1.09217,0.120429,1,0.137349,-64.9827,2.06138,4.8072,0.120429
8.80482,1,8.82001,BaselineAllocator,0.874787,2.36983,-1.34733,-0.646821,2.15154,-1.5282,1.54779,1.35572,0.116979,0.649797,0.123608,0.740404,1,0,0,0,0,0.0269887,0.21523,0.14833,-24.1318,0.38954,1.11738,0.124562,1,0.14833,-21.7489,62.9346,5.19154,0.124562,1,0.14833,-21.7489,-62.9346,5.19154,0.124562,0.227194,0.14833,64.9972,0.835306,1.17949,0.124562,1,0.14833,-64.9972,0.835312,5.19154,0.124562
9.00584,1,9.02002,BaselineAllocator,0.619311,2.31742,-1.33009,-0.860256,2.36497,-1.5282,1.49353,1.26457,0.113933,0.6741,0.129667,0.740404,1,0,0,0,0,0.0279266,0.21523,0.155601,-24.5351,0.0750573,1.17215,0.129235,1,0.155601,-22.1075,62.8607,5.44603,0.129235,1,0.155601,-22.1075,-62.8607,5.44603,0.129235,0.227194,0.155601,64.9999,0.160957,1.2373,0.129235,1,0.155601,-64.9999,0.160961,5.44603,0.129235
9.20696,1,9.22002,BaselineAllocator,0.372484,2.30283,-1.31322,-1.07265,2.57736,-1.5282,1.4866,1.24264,0.265927,0.70052,0.159414,0.740404,1,0.159414,-64.9996,0.306631,5.57948,0.0294285,0.21523,0.159414,-25.1133,-0.0670185,1.20087,0.134218,1,0.159414,-22.6218,62.752,5.57948,0.134218,1,0.159414,-22.6218,-62.752,5.57948,0.134218,0.227194,0.159414,64.8866,-0.142984,1.26762,0.134218,1,0.159414,-64.9999,-0.143731,5.57948,0.134218
9.40777,1,9.42003,BaselineAllocator,0.134097,2.33295,-1.29769,-1.28642,2.79114,-1.5282,1.51028,1.19481,0.118021,0.727054,0.133249,0.740404,1,0,0,0,0,0.0304539,0.21523,0.159899,-24.4528,-0.109401,1.20453,0.13932,1,0.159899,-22.0342,62.876,5.59646,0.13932,1,0.159899,-22.0342,-62.876,5.59646,0.13932,0.227194,0.159899,64.9998,-0.23461,1.27148,0.13932,1,0.159899,-64.9998,-0.234613,5.59646,0.13932
9.60883,1,9.62003,BaselineAllocator,-0.098507,2.40618,-1.28639,-1.40468,2.86529,-1.70661,1.44688,1.23358,0.0809884,0.753501,0.12842,0.740404,1,0,0,0,0,0.031956,0.21523,0.154104,-24.1398,-3.08366,1.16087,0.144309,1,0.154104,-21.7832,62.9276,5.39362,0.144309,1,0.154104,-21.7832,-62.9276,5.39362,0.144309,0.227194,0.154104,64.8227,-6.58065,1.2254,0.144309,1,0.154104,-64.8227,-6.58064,5.39362,0.144309
9.80941,1,9.82003,BaselineAllocator,-0.319229,2.50529,-1.29322,-1.40468,2.86529,-2.00751,1.34834,1.20424,0.310613,0.777495,0.147991,0.740404,1,0.147991,-60.4942,30.8975,5.17968,0.0333089,0.21523,0.147991,-24.017,-7.43981,1.11482,0.148837,1,0.147991,-21.8071,62.9227,5.17968,0.148837,1,0.147991,-21.8071,-62.9227,5.17968,0.148837,0.227194,0.147991,63.9848,-15.5189,1.17679,0.148837,1,0.147991,-63.9848,-15.5189,5.17968,0.148837
10.0101,1,10.02,BaselineAllocator,-0.517055,2.61145,-1.3335,-1.40468,2.86529,-2.30877,1.34293,1.09878,0.185316,0.799466,0.119797,0.740404,1,0,0,0,0,0.0341531,0.21523,0.143756,-22.9775,-9.60236,1.08292,0.153063,1,0.143756,-20.9801,63.0878,5.03146,0.153063,1,0.143756,-20.9801,-63.0878,5.03146,0.153063,0.227194,0.143756,63.3304,-19.6833,1.14312,0.153063,1,0.143756,-63.3304,-19.6833,5.03146,0.153063
