time,episode,episode_time,mode,pos_x,pos_y,pos_z,target_x,target_y,target_z,position_error,speed,angular_speed,energy_proxy,average_thrust,average_health,m0_health,m0_cmd,m0_pitch_deg,m0_yaw_deg,m0_effective_thrust,m0_energy,m1_health,m1_cmd,m1_pitch_deg,m1_yaw_deg,m1_effective_thrust,m1_energy,m2_health,m2_cmd,m2_pitch_deg,m2_yaw_deg,m2_effective_thrust,m2_energy,m3_health,m3_cmd,m3_pitch_deg,m3_yaw_deg,m3_effective_thrust,m3_energy,m4_health,m4_cmd,m4_pitch_deg,m4_yaw_deg,m4_effective_thrust,m4_energy,m5_health,m5_cmd,m5_pitch_deg,m5_yaw_deg,m5_effective_thrust,m5_energy
7.00796,1,7.01999,BaselineAllocator,-2.60181,0.501032,-1.7695,0,2,0,3.48532,0.893396,8.62921,11.566,0.509,0.859249,1,0.742942,-9.86057,-13.217,26.003,2.00203,1,0.527428,38.4301,8.55796,18.46,1.85736,1,0.343236,0.985917,27.5648,12.0133,1.80613,1,0.231303,-25.9721,10.8648,8.09562,1.80017,1,0.54376,8.6668,17.396,19.0316,1.97619,0.155495,0.665328,34.5987,18.6747,3.62092,2.12413
7.2081,1,7.21999,BaselineAllocator,-2.57946,0.5,-1.99715,0,2,0,3.59057,1.32783,7.70012,11.9122,0.468954,0.859249,1,0.563498,-6.0335,-52.9621,19.7224,2.07869,1,0.635256,31.4809,9.56269,22.234,1.91297,1,0.331682,-3.63559,29.7383,11.6089,1.86244,1,0.44681,17.5671,18.5187,15.6383,1.85691,1,0.318017,8.93047,-6.32663,11.1306,2.01672,0.155495,0.518463,21.1092,32.0946,2.82163,2.18444
7.40816,1,7.41999,BaselineAllocator,-2.51778,0.5,-2.22677,0,2,0,3.68072,0.638358,11.8451,12.2213,0.424364,0.859249,1,0.360524,40.6904,-7.38541,12.6183,2.11503,1,0.377979,25.6573,-19.1597,13.2293,1.96192,1,0.493682,14.778,9.6842,17.2789,1.90298,1,0.708811,-12.5771,-22.6898,24.8084,1.91679,1,0.336711,-8.76691,11.9287,11.7849,2.07947,0.155495,0.268474,-29.0475,4.79305,1.46112,2.24513
7.60859,1,7.61999,BaselineAllocator,-2.2219,0.504957,-2.13177,0,2,0,3.42292,2.65426,11.1295,12.5472,0.449416,0.859249,1,0.664623,-1.98,-43.6083,23.2618,2.18246,1,0.567208,-4.89075,-9.08959,19.8523,2.03842,1,0.510106,2.06403,5.56322,17.8537,1.94762,1,0.0578308,38.4095,-53.5708,2.02408,1.95817,1,0.360939,-4.00267,-38.9508,12.6329,2.12606,0.155495,0.53579,60.7843,-47.5132,2.91593,2.29442
7.8098,1,7.81999,BaselineAllocator,-1.54597,0.500012,-1.98122,0,2,0,2.92664,3.39571,7.84782,12.8739,0.523869,0.859249,1,0.498073,-7.1831,-11.4156,17.4326,2.23593,1,0.644832,11.3588,23.5645,22.5691,2.09818,1,0.539096,-12.7637,11.1266,18.8684,2.00755,1,0.484388,-12.846,-41.3631,16.9536,1.99969,1,0.16522,25.2828,29.6316,5.78271,2.16218,0.155495,0.811604,-10.8369,-15.1234,4.417,2.37033
8.00997,1,8.01999,BaselineAllocator,-1.22341,0.500725,-1.88652,0,2,0,2.7025,0.565816,6.78151,13.2015,0.469908,0.859249,1,0.698734,-37.7868,-27.8148,24.4557,2.28484,1,0.564995,13.4796,4.66266,19.7748,2.17282,1,0.1939,-22.2637,7.02525,6.78651,2.04568,1,0.297109,-3.09747,16.7716,10.3988,2.07044,1,0.306075,27.575,44.8262,10.7126,2.20588,0.155495,0.758634,4.72311,16.6054,4.12872,2.42184
8.21045,1,8.22,BaselineAllocator,-1.31283,0.500015,-1.64055,0,2,0,2.58164,1.80127,6.00781,13.5508,0.485651,0.859249,1,0.473223,65,0.125874,16.5628,2.34104,1,0.393026,18.2955,-0.761473,13.7559,2.23731,1,0.427206,18.1787,27.3639,14.9522,2.10902,1,0.637625,-0.661078,38.1837,22.3169,2.11881,1,0.458425,-44.9438,16.574,16.0449,2.26809,0.155495,0.524401,-50.7186,15.4678,2.85395,2.47654
8.41134,1,8.42,BaselineAllocator,-1.4854,0.500001,-1.24238,0,2,0,2.44948,2.38176,4.25389,13.8572,0.545582,0.859249,1,0.663254,52.3838,8.04472,23.2139,2.39613,1,0.59223,8.4699,-0.847115,20.7281,2.29635,1,0.520865,-12.9739,13.0586,18.2303,2.16193,1,0.637683,18.8674,-18.9695,22.3189,2.17753,1,0.363224,-11.1715,-15.9034,12.7128,2.29809,0.155495,0.496237,-24.8929,22.483,2.70068,2.52719
8.61266,1,8.62001,BaselineAllocator,-1.50454,0.500002,-0.859716,0,2,0,2.29189,1.56301,4.15823,14.1924,0.553313,0.859249,1,0.568177,7.96982,-4.79686,19.8862,2.46871,1,0.675047,-0.999183,14.4546,23.6266,2.35709,1,0.614101,-14.7418,6.94296,21.4935,2.21583,1,0.511607,16.2687,-0.689531,17.9062,2.22218,1,0.441575,-30.2073,6.96375,15.4551,2.34188,0.155495,0.509369,11.3043,-4.9833,2.77214,2.58669
8.81318,1,8.82001,BaselineAllocator,-1.45129,0.504213,-0.674915,0,2,0,2.19069,0.814754,4.74251,14.55,0.566836,0.859249,1,0.538845,8.66785,5.60206,18.8596,2.53459,1,0.428331,4.63258,27.0521,14.9916,2.41987,1,0.687598,-27.8168,-14.2051,24.0659,2.27842,1,0.648782,9.68879,12.5626,22.7074,2.26496,1,0.646439,-49.4544,-21.944,22.6254,2.40097,0.155495,0.45102,-20.014,5.75723,2.45459,2.6512
